Week,Thousand Barrels p/Day
"May 21, 2010",9099
"May 28, 2010",9174
"Jun 04, 2010",9194
"Jun 11, 2010",9338
"Jun 18, 2010",9241
"Jun 25, 2010",9462
"Jul 02, 2010",9449
"Jul 09, 2010",9080
"Jul 16, 2010",9435
"Jul 23, 2010",9632
"Jul 30, 2010",9477
"Aug 06, 2010",9236
"Aug 13, 2010",9459
"Aug 20, 2010",9375
"Aug 27, 2010",9386
"Sep 03, 2010",9263
"Sep 10, 2010",9019
"Sep 17, 2010",8847
"Sep 24, 2010",9383
"Oct 01, 2010",8989
"Oct 08, 2010",8812
"Oct 15, 2010",8891
"Oct 22, 2010",9358
"Oct 29, 2010",9015
"Nov 05, 2010",9056
"Nov 12, 2010",8952
"Nov 19, 2010",8829
"Nov 26, 2010",8867
"Dec 03, 2010",9171
"Dec 10, 2010",9349
"Dec 17, 2010",9213
"Dec 24, 2010",9399
"Dec 31, 2010",8853
"Jan 07, 2011",8819
"Jan 14, 2011",8775
"Jan 21, 2011",8632
"Jan 28, 2011",8549
"Feb 04, 2011",8524
"Feb 11, 2011",8810
"Feb 18, 2011",9101
"Feb 25, 2011",9162
"Mar 04, 2011",9192
"Mar 11, 2011",8830
"Mar 18, 2011",9074
"Mar 25, 2011",8866
"Apr 01, 2011",8853
"Apr 08, 2011",9181
"Apr 15, 2011",9062
"Apr 22, 2011",9148
"Apr 29, 2011",8943
"May 06, 2011",8826
"May 13, 2011",9048
"May 20, 2011",9025
"May 27, 2011",9431
"Jun 03, 2011",9163
"Jun 10, 2011",9370
"Jun 17, 2011",9319
"Jun 24, 2011",9261
"Jul 01, 2011",9309
"Jul 08, 2011",9016
"Jul 15, 2011",9028
"Jul 22, 2011",8999
"Jul 29, 2011",9215
"Aug 05, 2011",9244
"Aug 12, 2011",9195
"Aug 19, 2011",9009
"Aug 26, 2011",9229
"Sep 02, 2011",8956
"Sep 09, 2011",8848
"Sep 16, 2011",8858
"Sep 23, 2011",8964
"Sep 30, 2011",8959
"Oct 07, 2011",9010
"Oct 14, 2011",8598
"Oct 21, 2011",8501
"Oct 28, 2011",8518
"Nov 04, 2011",8671
"Nov 11, 2011",8625
"Nov 18, 2011",8592
"Nov 25, 2011",8769
"Dec 02, 2011",8574
"Dec 09, 2011",8666
"Dec 16, 2011",8879
"Dec 23, 2011",8923
"Dec 30, 2011",8556
"Jan 06, 2012",8179
"Jan 13, 2012",7996
"Jan 20, 2012",8098
"Jan 27, 2012",8018
"Feb 03, 2012",8039
"Feb 10, 2012",8167
"Feb 17, 2012",8628
"Feb 24, 2012",8363
"Mar 02, 2012",8262
"Mar 09, 2012",8415
"Mar 16, 2012",8379
"Mar 23, 2012",8710
"Mar 30, 2012",8783
"Apr 06, 2012",8681
"Apr 13, 2012",8775
"Apr 20, 2012",8496
"Apr 27, 2012",8692
"May 04, 2012",8864
"May 11, 2012",8971
"May 18, 2012",8633
"May 25, 2012",8931
"Jun 01, 2012",8648
"Jun 08, 2012",9130
"Jun 15, 2012",8693
"Jun 22, 2012",8846
"Jun 29, 2012",9001
"Jul 06, 2012",8917
"Jul 13, 2012",8628
"Jul 20, 2012",8660
"Jul 27, 2012",8820
"Aug 03, 2012",8839
"Aug 10, 2012",9308
"Aug 17, 2012",9081
"Aug 24, 2012",9064
"Aug 31, 2012",9177
"Sep 07, 2012",8695
"Sep 14, 2012",8632
"Sep 21, 2012",8770
"Sep 28, 2012",8633
"Oct 05, 2012",8587
"Oct 12, 2012",8729
"Oct 19, 2012",8493
"Oct 26, 2012",8844
"Nov 02, 2012",8307
"Nov 09, 2012",8908
"Nov 16, 2012",8898
"Nov 23, 2012",8427
"Nov 30, 2012",8354
"Dec 07, 2012",8488
"Dec 14, 2012",8618
"Dec 21, 2012",8608
"Dec 28, 2012",8518
"Jan 04, 2013",8010
"Jan 11, 2013",8320
"Jan 18, 2013",8431
"Jan 25, 2013",8501
"Feb 01, 2013",8415
"Feb 08, 2013",8404
"Feb 15, 2013",8437
"Feb 22, 2013",8597
"Mar 01, 2013",8364
"Mar 08, 2013",8627
"Mar 15, 2013",8324
"Mar 22, 2013",8399
"Mar 29, 2013",8523
"Apr 05, 2013",8477
"Apr 12, 2013",8383
"Apr 19, 2013",8750
"Apr 26, 2013",8415
"May 03, 2013",8445
"May 10, 2013",8341
"May 17, 2013",8790
"May 24, 2013",8956
"May 31, 2013",8822
"Jun 07, 2013",8648
"Jun 14, 2013",8840
"Jun 21, 2013",8894
"Jun 28, 2013",9294
"Jul 05, 2013",9299
"Jul 12, 2013",8729
"Jul 19, 2013",8982
"Jul 26, 2013",9147
"Aug 02, 2013",9246
"Aug 09, 2013",9190
"Aug 16, 2013",9200
"Aug 23, 2013",9031
"Aug 30, 2013",9094
"Sep 06, 2013",8605
"Sep 13, 2013",9028
"Sep 20, 2013",8846
"Sep 27, 2013",8527
"Oct 04, 2013",8846
"Oct 11, 2013",9077
"Oct 18, 2013",8797
"Oct 25, 2013",9054
"Nov 01, 2013",9292
"Nov 08, 2013",9032
"Nov 15, 2013",8924
"Nov 22, 2013",8909
"Nov 29, 2013",8873
"Dec 06, 2013",8348
"Dec 13, 2013",9016
"Dec 20, 2013",9176
"Dec 27, 2013",8893
"Jan 03, 2014",8274
"Jan 10, 2014",8021
"Jan 17, 2014",8059
"Jan 24, 2014",8584
"Jan 31, 2014",8452
"Feb 07, 2014",8325
"Feb 14, 2014",8030
"Feb 21, 2014",8535
"Feb 28, 2014",8411
"Mar 07, 2014",8949
"Mar 14, 2014",8512
"Mar 21, 2014",9002
"Mar 28, 2014",8713
"Apr 04, 2014",8996
"Apr 11, 2014",8616
"Apr 18, 2014",8430
"Apr 25, 2014",8693
"May 02, 2014",8719
"May 09, 2014",9191
"May 16, 2014",9174
"May 23, 2014",9310
"May 30, 2014",9104
"Jun 06, 2014",8624
"Jun 13, 2014",9258
"Jun 20, 2014",8813
"Jun 27, 2014",9168
"Jul 04, 2014",8935
"Jul 11, 2014",9057
"Jul 18, 2014",8792
"Jul 25, 2014",9006
"Aug 01, 2014",9359
"Aug 08, 2014",8922
"Aug 15, 2014",8775
"Aug 22, 2014",9100
"Aug 29, 2014",9480
"Sep 05, 2014",8611
"Sep 12, 2014",8707
"Sep 19, 2014",8781
"Sep 26, 2014",8660
"Oct 03, 2014",8645
"Oct 10, 2014",9043
"Oct 17, 2014",8836
"Oct 24, 2014",8867
"Oct 31, 2014",9162
"Nov 07, 2014",9005
"Nov 14, 2014",9194
"Nov 21, 2014",9254
"Nov 28, 2014",9425
"Dec 05, 2014",8549
"Dec 12, 2014",9373
"Dec 19, 2014",9518
"Dec 26, 2014",9614
"Jan 02, 2015",8809
"Jan 09, 2015",8875
"Jan 16, 2015",8851
"Jan 23, 2015",9022
"Jan 30, 2015",8442
"Feb 06, 2015",8282
"Feb 13, 2015",8809
"Feb 20, 2015",8915
"Feb 27, 2015",8630
"Mar 06, 2015",8515
"Mar 13, 2015",9260
"Mar 20, 2015",8619
"Mar 27, 2015",9435
"Apr 03, 2015",8610
"Apr 10, 2015",8914
"Apr 17, 2015",9185
"Apr 24, 2015",8920
"May 01, 2015",8785
"May 08, 2015",9201
"May 15, 2015",9261
"May 22, 2015",9734
"May 29, 2015",8978
"Jun 05, 2015",9600
"Jun 12, 2015",9176
"Jun 19, 2015",9655
"Jun 26, 2015",9731
"Jul 03, 2015",9532
"Jul 10, 2015",9404
"Jul 17, 2015",9749
"Jul 24, 2015",9339
"Jul 31, 2015",9687
"Aug 07, 2015",9686
"Aug 14, 2015",9705
"Aug 21, 2015",9189
"Aug 28, 2015",9438
"Sep 04, 2015",9017
"Sep 11, 2015",8983
"Sep 18, 2015",9215
"Sep 25, 2015",9021
"Oct 02, 2015",8958
"Oct 09, 2015",9137
"Oct 16, 2015",9157
"Oct 23, 2015",9343
"Oct 30, 2015",9184
"Nov 06, 2015",9388
"Nov 13, 2015",9054
"Nov 20, 2015",8921
"Nov 27, 2015",9281
"Dec 04, 2015",9420
"Dec 11, 2015",9220
"Dec 18, 2015",9185
"Dec 25, 2015",9395
"Jan 01, 2016",8159
"Jan 08, 2016",8500
"Jan 15, 2016",9079
"Jan 22, 2016",8941
"Jan 29, 2016",8341
"Feb 05, 2016",9122
"Feb 12, 2016",9203
"Feb 19, 2016",9576
"Feb 26, 2016",9121
"Mar 04, 2016",9411
"Mar 11, 2016",9458
"Mar 18, 2016",9503
"Mar 25, 2016",9244
"Apr 01, 2016",9224
"Apr 08, 2016",9633
"Apr 15, 2016",9444
"Apr 22, 2016",9315
"Apr 29, 2016",9502
"May 06, 2016",9658
"May 13, 2016",9755
"May 20, 2016",9516
"May 27, 2016",9716
"Jun 03, 2016",9568
"Jun 10, 2016",9762
"Jun 17, 2016",9815
"Jun 24, 2016",9709
"Jul 01, 2016",9755
"Jul 08, 2016",9671
"Jul 15, 2016",9785
"Jul 22, 2016",9797
"Jul 29, 2016",9752
"Aug 05, 2016",9769
"Aug 12, 2016",9762
"Aug 19, 2016",9659
"Aug 26, 2016",9511
"Sep 02, 2016",9595
"Sep 09, 2016",9406
"Sep 16, 2016",9650
"Sep 23, 2016",8880
"Sep 30, 2016",9390
"Oct 07, 2016",9264
"Oct 14, 2016",8798
"Oct 21, 2016",9118
"Oct 28, 2016",9183
"Nov 04, 2016",9213
"Nov 11, 2016",9359
"Nov 18, 2016",9024
"Nov 25, 2016",9080
"Dec 02, 2016",8757
"Dec 09, 2016",8874
"Dec 16, 2016",9269
"Dec 23, 2016",9278
"Dec 30, 2016",8465
"Jan 06, 2017",8470
"Jan 13, 2017",8069
"Jan 20, 2017",8039
"Jan 27, 2017",8310
"Feb 03, 2017",8941
"Feb 10, 2017",8433
"Feb 17, 2017",8663
"Feb 24, 2017",8686
"Mar 03, 2017",9268
"Mar 10, 2017",9254
"Mar 17, 2017",9200
"Mar 24, 2017",9524
"Mar 31, 2017",9245
"Apr 07, 2017",9275
"Apr 14, 2017",9223
"Apr 21, 2017",9206
"Apr 28, 2017",9156
"May 05, 2017",9408
"May 12, 2017",9452
"May 19, 2017",9704
"May 26, 2017",9822
"Jun 02, 2017",9317
"Jun 09, 2017",9269
"Jun 16, 2017",9816
"Jun 23, 2017",9538
"Jun 30, 2017",9705
"Jul 07, 2017",9786
"Jul 14, 2017",9592
"Jul 21, 2017",9821
"Jul 28, 2017",9842
"Aug 04, 2017",9797
"Aug 11, 2017",9522
"Aug 18, 2017",9629
"Aug 25, 2017",9846
"Sep 01, 2017",9163
"Sep 08, 2017",9619
"Sep 15, 2017",9441
"Sep 22, 2017",9522
"Sep 29, 2017",9241
"Oct 06, 2017",9480
"Oct 13, 2017",9136
"Oct 20, 2017",9314
"Oct 27, 2017",9461
"Nov 03, 2017",9496
"Nov 10, 2017",9172
"Nov 17, 2017",9595
"Nov 24, 2017",8724
"Dec 01, 2017",8895
"Dec 08, 2017",9091
"Dec 15, 2017",9426
"Dec 22, 2017",9485
"Dec 29, 2017",8650
"Jan 05, 2018",8814
"Jan 12, 2018",8668
"Jan 19, 2018",8697
"Jan 26, 2018",9044
"Feb 02, 2018",9110
"Feb 09, 2018",9059
"Feb 16, 2018",9002
"Feb 23, 2018",8860
"Mar 02, 2018",9276
"Mar 09, 2018",9642
"Mar 16, 2018",9324
"Mar 23, 2018",9208
"Mar 30, 2018",9203
"Apr 06, 2018",9273
"Apr 13, 2018",9857
"Apr 20, 2018",9083
"Apr 27, 2018",9090
"May 04, 2018",9775
"May 11, 2018",9531
"May 18, 2018",9689
"May 25, 2018",9689
"Jun 01, 2018",8976
"Jun 08, 2018",9879
"Jun 15, 2018",9326
"Jun 22, 2018",9731
"Jun 29, 2018",9869
"Jul 06, 2018",9275
"Jul 13, 2018",9708
"Jul 20, 2018",9846
"Jul 27, 2018",9878
"Aug 03, 2018",9346
"Aug 10, 2018",9512
"Aug 17, 2018",9453
"Aug 24, 2018",9899
"Aug 31, 2018",9734
"Sep 07, 2018",9649
"Sep 14, 2018",9534
"Sep 21, 2018",8987
"Sep 28, 2018",9102
"Oct 05, 2018",9078
"Oct 12, 2018",9182
"Oct 19, 2018",9324
"Oct 26, 2018",9262
"Nov 02, 2018",9099
"Nov 09, 2018",9192
"Nov 16, 2018",9185
"Nov 23, 2018",9188
"Nov 30, 2018",8877
"Dec 07, 2018",9036
"Dec 14, 2018",9243
"Dec 21, 2018",9348
"Dec 28, 2018",8623
"Jan 04, 2019",8735
"Jan 11, 2019",8565
"Jan 18, 2019",8868
"Jan 25, 2019",9564
"Feb 01, 2019",9073
"Feb 08, 2019",8648
"Feb 15, 2019",8800
"Feb 22, 2019",8981
"Mar 01, 2019",9062
"Mar 08, 2019",9140
"Mar 15, 2019",9409
"Mar 22, 2019",9124
"Mar 29, 2019",9131
"Apr 05, 2019",9806
"Apr 12, 2019",9420
"Apr 19, 2019",9409
"Apr 26, 2019",9228
"May 03, 2019",9871
"May 10, 2019",9148
"May 17, 2019",9429
"May 24, 2019",9394
"May 31, 2019",9441
"Jun 07, 2019",9877
"Jun 14, 2019",9928
"Jun 21, 2019",9466
"Jun 28, 2019",9492
"Jul 05, 2019",9754
"Jul 12, 2019",9214
"Jul 19, 2019",9673
"Jul 26, 2019",9559
"Aug 02, 2019",9651
"Aug 09, 2019",9932
"Aug 16, 2019",9626
"Aug 23, 2019",9900
"Aug 30, 2019",9471
"Sep 06, 2019",9807
"Sep 13, 2019",8939
"Sep 20, 2019",9346
"Sep 27, 2019",9137
"Oct 04, 2019",9460
"Oct 11, 2019",9354
"Oct 18, 2019",9590
"Oct 25, 2019",9784
"Nov 01, 2019",9145
"Nov 08, 2019",9321
"Nov 15, 2019",9192
"Nov 22, 2019",9204
"Nov 29, 2019",9032
"Dec 06, 2019",8882
"Dec 13, 2019",9411
"Dec 20, 2019",9303
"Dec 27, 2019",8961
"Jan 03, 2020",8133
"Jan 10, 2020",8558
"Jan 17, 2020",8662
"Jan 24, 2020",8793
"Jan 31, 2020",8933
"Feb 07, 2020",8722
"Feb 14, 2020",8918
"Feb 21, 2020",9035
"Feb 28, 2020",9186
"Mar 06, 2020",9449
"Mar 13, 2020",9696
"Mar 20, 2020",8837
"Mar 27, 2020",6659
"Apr 03, 2020",5065
"Apr 10, 2020",5081
"Apr 17, 2020",5311
"Apr 24, 2020",5860
"May 01, 2020",6664
"May 08, 2020",7398
"May 15, 2020",6790
"May 22, 2020",7253
"May 29, 2020",7549
"Jun 05, 2020",7900
"Jun 12, 2020",7870
"Jun 19, 2020",8608
"Jun 26, 2020",8561
"Jul 03, 2020",8766
"Jul 10, 2020",8648
"Jul 17, 2020",8550
"Jul 24, 2020",8809
"Jul 31, 2020",8617
"Aug 07, 2020",8883
"Aug 14, 2020",8630
